1,-3.188396,55.944425,260,-3.1884480944533,55.944129557674096,trades.rare.cable
2,-3.1884480944533,55.944129557674096,230,-3.188640930736206,55.94389974434116,null
3,-3.188640930736206,55.94389974434116,230,-3.1888337670191116,55.94366993100822,labels.hotels.alert
4,-3.1888337670191116,55.94366993100822,290,-3.188731160976114,55.943388023221985,system.speak.guard
5,-3.188731160976114,55.943388023221985,220,-3.1889609743090497,55.94319518693908,null
6,-3.1889609743090497,55.94319518693908,210,-3.189220781930185,55.94304518693908,region.passes.pencil
7,-3.189220781930185,55.94304518693908,120,-3.1893707819301853,55.943304994560215,null
8,-3.1893707819301853,55.943304994560215,120,-3.1895207819301854,55.94356480218135,cars.attend.hotels
9,-3.1895207819301854,55.94356480218135,240,-3.1896707819301855,55.943304994560215,null
10,-3.1896707819301855,55.943304994560215,240,-3.1898207819301856,55.94304518693908,second.launch.miles
11,-3.1898207819301856,55.94304518693908,280,-3.1897686874768856,55.942749744613174,hooked.shine.third
12,-3.1897686874768856,55.942749744613174,170,-3.1900641298027894,55.942801839066476,null
13,-3.1900641298027894,55.942801839066476,170,-3.1903595721286933,55.94285393351978,null
14,-3.1903595721286933,55.94285393351978,190,-3.190655014454597,55.942801839066476,tonic.bliss.cove
15,-3.190655014454597,55.942801839066476,50,-3.1904621781716913,55.94303165239941,null
16,-3.1904621781716913,55.94303165239941,60,-3.190312178171691,55.943291460020546,arts.dish.scarcely
17,-3.190312178171691,55.943291460020546,60,-3.190162178171691,55.94355126764168,null
18,-3.190162178171691,55.94355126764168,60,-3.190012178171691,55.943811075262815,null
19,-3.190012178171691,55.943811075262815,50,-3.1898193418887852,55.94404088859575,cliff.asleep.wedge
20,-3.1898193418887852,55.94404088859575,140,-3.190049155221721,55.94423372487866,null
21,-3.190049155221721,55.94423372487866,140,-3.1902789685546566,55.94442656116156,null
22,-3.1902789685546566,55.94442656116156,140,-3.1905087818875923,55.94461939744447,null
23,-3.1905087818875923,55.94461939744447,140,-3.190738595220528,55.944812233727376,null
24,-3.190738595220528,55.944812233727376,150,-3.1909984028416636,55.944962233727374,shapes.sheep.nature
25,-3.1909984028416636,55.944962233727374,130,-3.1911912391245694,55.94519204706031,null
26,-3.1911912391245694,55.94519204706031,130,-3.191384075407475,55.945421860393246,null
27,-3.191384075407475,55.945421860393246,130,-3.191576911690381,55.94565167372618,null
28,-3.191576911690381,55.94565167372618,130,-3.1917697479732867,55.94588148705912,stone.undulation.poems
29,-3.1917697479732867,55.94588148705912,10,-3.191474305647383,55.94593358151242,null
30,-3.191474305647383,55.94593358151242,10,-3.191178863321479,55.94598567596572,simple.rust.audio
31,-3.191178863321479,55.94598567596572,0,-3.190878863321479,55.94598567596572,null
32,-3.190878863321479,55.94598567596572,0,-3.1905788633214787,55.94598567596572,null
33,-3.1905788633214787,55.94598567596572,0,-3.1902788633214785,55.94598567596572,null
34,-3.1902788633214785,55.94598567596572,0,-3.1899788633214783,55.94598567596572,null
35,-3.1899788633214783,55.94598567596572,0,-3.189678863321478,55.94598567596572,null
36,-3.189678863321478,55.94598567596572,0,-3.189378863321478,55.94598567596572,null
37,-3.189378863321478,55.94598567596572,0,-3.1890788633214777,55.94598567596572,null
38,-3.1890788633214777,55.94598567596572,10,-3.188783420995574,55.946037770419025,null
39,-3.188783420995574,55.946037770419025,0,-3.1884834209955737,55.946037770419025,boost.radar.stress
40,-3.1884834209955737,55.946037770419025,270,-3.1884834209955737,55.94573777041902,bend.tubes.chops
41,-3.1884834209955737,55.94573777041902,310,-3.188290584712668,55.945507957086086,skills.less.herb
42,-3.188290584712668,55.945507957086086,350,-3.187995142386764,55.945455862632784,null
43,-3.187995142386764,55.945455862632784,10,-3.1876997000608602,55.945507957086086,null
44,-3.1876997000608602,55.945507957086086,0,-3.18739970006086,55.945507957086086,null
45,-3.18739970006086,55.945507957086086,10,-3.187104257734956,55.94556005153939,null
46,-3.187104257734956,55.94556005153939,310,-3.1869114214520504,55.94533023820645,null
47,-3.1869114214520504,55.94533023820645,320,-3.1866816081191147,55.945137401923546,dragon.bottle.crisp
48,-3.1866816081191147,55.945137401923546,300,-3.1865316081191146,55.94487759430241,null
49,-3.1865316081191146,55.94487759430241,230,-3.1867244444020204,55.944647780969476,artist.gets.react
50,-3.1867244444020204,55.944647780969476,0,-3.18642444440202,55.944647780969476,null
51,-3.18642444440202,55.944647780969476,320,-3.1861946310690845,55.94445494468657,null
52,-3.1861946310690845,55.94445494468657,260,-3.1862467255223845,55.94415950236066,null
53,-3.1862467255223845,55.94415950236066,200,-3.1865286333086202,55.94405689631766,lime.learns.front
54,-3.1865286333086202,55.94405689631766,340,-3.1862467255223845,55.94395429027466,null
55,-3.1862467255223845,55.94395429027466,350,-3.1859512831964807,55.94390219582136,teams.mild.played
56,-3.1859512831964807,55.94390219582136,60,-3.1858012831964806,55.94416200344249,null
57,-3.1858012831964806,55.94416200344249,60,-3.1856512831964805,55.94442181106363,atoms.vanish.foods
58,-3.1856512831964805,55.94442181106363,20,-3.185369375410245,55.94452441710663,acid.chair.butter
59,-3.185369375410245,55.94452441710663,40,-3.185139562077309,55.944717253389534,null
60,-3.185139562077309,55.944717253389534,40,-3.1849097487443734,55.94491008967244,null
61,-3.1849097487443734,55.94491008967244,40,-3.1846799354114377,55.94510292595535,null
62,-3.1846799354114377,55.94510292595535,50,-3.184487099128532,55.94533273928828,settle.title.united
63,-3.184487099128532,55.94533273928828,240,-3.184637099128532,55.94507293166715,null
64,-3.184637099128532,55.94507293166715,230,-3.1848299354114378,55.94484311833421,slide.leads.stores
65,-3.1848299354114378,55.94484311833421,260,-3.184882029864738,55.944547676008305,null
66,-3.184882029864738,55.944547676008305,250,-3.1849846359077354,55.94426576822207,null
67,-3.1849846359077354,55.94426576822207,260,-3.1850367303610354,55.94397032589616,null
